,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity_<1H OCEAN,ocean_proximity_INLAND,ocean_proximity_ISLAND,ocean_proximity_NEAR BAY,ocean_proximity_NEAR OCEAN
15022,0.10810379382454094,-0.3821862169662839,-0.32481905894044144,-0.5735224743707795,-0.29697513721686286,-0.5569978634471207,-0.2890631912115328,1,0,0,0,0
16634,-0.448102756218893,0.2128002014681027,0.15456418814598108,0.07905379160649237,0.28630513505194977,-0.5376271555761396,-0.0932104516662853,0,0,0,0,1
4328,1.6972653653772094,0.16191923656346716,0.6980234138033611,-0.07106524116229819,0.7204958310009314,-0.33060271520503015,2.0455707925711963,1,0,0,0,0
11646,-0.20972852048599275,-0.05168913862175945,-0.2393844208458315,-0.0428075408764082,-0.12957631468231576,0.7282591313510948,0.24043248959442395,1,0,0,0,0
6161,0.2670199509798078,0.031278921267781354,-0.05664922269902688,0.21504397423233795,-0.0066428043835077,0.31299958136693945,-0.09927668696193456,1,0,0,0,0
20439,-1.3221416205728607,0.3182292278470772,0.14744463497143023,0.13380308591040424,0.2209149699993923,0.43575091494065604,0.49608097705392845,1,0,0,0,0
18057,0.3464780295574412,-0.4454436327936686,-0.6333330298376441,-0.5885343776476586,-0.595154289856525,1.0090291198940642,1.8107208261253465,1,0,0,0,0
17604,1.4588911296443092,-0.12869816658553215,-0.2654894491525179,-0.41015764459297804,-0.18711965992856633,0.8026363330404865,0.6538030947408091,1,0,0,0,0
14359,1.8561815225324763,-0.6306320095636934,-0.7970827528523131,-0.7686772169702073,-0.7599375057889698,1.7923847572199862,1.1988976663070068,0,0,0,0,1
12479,-0.6864769919517933,-0.9959665053204008,-0.849292809465686,-0.8296078832116576,-0.8096340312289134,-1.4945822346371036,-1.0560086535900464,0,1,0,0,0
8954,0.7437684224456084,-0.08652655603394234,0.2328792730660402,-0.10020599458212225,0.1947589039783693,-0.14726528174137019,0.6286715485159765,1,0,0,0,0
2454,-0.7659350705294268,0.050531178258724524,-0.10173972613784879,0.215927027366272,0.04828493426064058,-0.35202629700799,-0.9632819140708362,0,1,0,0,0
6482,0.2670199509798078,-0.40739750588299517,-0.32956542772347536,-0.19999099871667128,-0.2551254315832261,-0.23269641998757182,-0.13047446848241648,0,1,0,0,0
3941,0.42593610813507465,-0.11311300616429243,-0.040036931958408274,0.11879118263352517,0.03782250785223138,0.5067066600767497,0.16070482570874797,1,0,0,0,0
12308,-2.0372643277715614,-0.8277384501852544,-0.9323542631687789,-1.0185812538735468,-1.034576199009711,-0.022408436442546916,-0.37572369543509365,0,1,0,0,0
8058,1.2999749724890424,-0.6732620071864961,-0.5597643137006189,-0.5761716337725817,-0.5559201908249904,-0.31102145616153853,-0.490115561010194,0,0,0,0,1
14610,-1.4810577777281275,0.5432972798126271,0.2210133511084555,0.15852857366055798,0.28630513505194977,0.8815403849388574,0.08877660720319247,0,0,0,0,1
10858,0.5848522652903415,-1.1206477886903183,-1.176792255495024,-1.0750966544453269,-1.2098218413505653,-0.2609102771040006,-0.42771999796923016,1,0,0,0,0
7010,0.7437684224456084,-0.7378945842275196,-0.8255609655505165,-0.5620427836296368,-0.8017872114226066,0.1733515161992422,-0.37832351056180047,1,0,0,0,0
11875,-0.7659350705294268,0.8967137117177982,0.8475340304689285,1.1864024215598064,0.8852790469333762,-0.2676479146243418,-0.881821040100689,0,1,0,0,0
1642,-1.957806249193928,6.5990488776066805,4.765661460863402,5.499233927693766,4.863616688730973,0.8892781405286245,0.059312035767181776,0,1,0,0,0
16453,0.9026845796008751,-0.10715397423852431,-0.06851514465661158,-0.2017571049845394,-0.035414477006632986,-0.891458400980309,-0.941616788014946,0,1,0,0,0
20485,-0.6070189133741599,0.6523934027613051,0.14269826618839634,0.6247806283777428,0.3516953001045072,0.9602338856647177,0.2464987248900732,1,0,0,0,0
17783,1.1410588153337755,-0.538496208249894,-0.6024816327479238,-0.552329199156362,-0.6317727822859571,-0.33834047079479695,-0.21193534245256365,1,0,0,0,0
9373,1.2999749724890424,-0.5068675003362015,-0.5075542570872461,-0.721875400871702,-0.4486803201387962,0.0022786885343283056,1.5940695655664443,0,0,0,1,0
10932,-0.20972852048599275,-0.10211171645518205,-0.06139559148206076,1.2729416286853443,0.024744474841719887,0.4701760316461492,-0.23360046850845387,1,0,0,0,0
2007,0.3464780295574412,0.24076181281209158,0.9400882217380893,1.8584058564836274,0.9062038997501947,-1.4463133783390338,-1.3879183847662844,0,1,0,0,0
10774,-0.05081236333072591,-0.07781720168089662,-0.07326151343964547,-0.3041912685208906,-0.09034221565078127,0.035177309239119416,1.152100994026284,1,0,0,0,0
19495,0.5848522652903415,0.4782063157003907,0.1782960320611505,-0.05252112534968289,0.21306815019308542,0.3312648955822394,-0.4805829055456023,0,1,0,0,0
18719,-1.1632254634175938,0.979681771607339,1.412351915649961,0.5965229280918528,1.4973309918253142,-1.1306445329524224,-0.8826876451429246,0,1,0,0,0
621,1.8561815225324763,-0.49540782355587826,-0.5906157107903391,-0.7112787632644932,-0.542842157814479,-0.08146804033178796,-0.2041358970724432,0,0,0,1,0
13867,-1.7988900920386612,1.9950091343439846,1.3838737029517576,1.9732027638950556,1.5496431238673603,0.18514238185983942,-0.7033004014001536,0,1,0,0,0
14750,-0.2891865990636262,-0.6269649129939899,-0.6072280015309577,-0.3836660505749562,-0.5245329115997629,-0.4433528680844902,-0.7214991072871014,0,0,0,0,1
6213,0.5848522652903415,-0.7456871644381395,-0.887263759729957,-0.8472689458903389,-0.9168739019151078,1.0428752208751528,0.368690035845294,1,0,0,0,0
16709,-0.3686446776412596,-0.14749203650526238,-0.16581570470880627,0.10907759816025049,-0.09557342885498586,-0.5528921155831626,-0.47018364503877497,1,0,0,0,0
13035,-1.0837673848399605,0.20546600832869577,0.045397706136201685,-0.34039644701218713,0.16337162475314174,-0.7118582508287133,0.7491296493867261,0,1,0,0,0
14335,1.8561815225324763,-1.021177794237112,-0.9371006319518128,-0.9823760753822504,-0.9325675415277215,-1.082059849895587,-0.7812948552013584,0,0,0,0,1
1214,-1.560515856305761,2.2067839612443594,2.223980977548756,0.713085941771149,1.1259148543267878,-0.6410604190720028,-0.6400382333169542,0,1,0,0,0
1824,0.5848522652903415,-0.5087010486210533,-0.6689307957103983,-0.6441667250855045,-0.6186947492754457,-0.19042827210605603,0.47701566612474505,0,0,0,1,0
11527,-0.20972852048599275,-0.08010913703696128,0.0572636280937864,-0.40132711325363746,0.11629070591530034,-0.8823520627692228,-1.0343435275341561,1,0,0,0,0
14144,0.3464780295574412,0.2861421328621719,0.3206870955521671,0.3165950846347551,0.4353947113717808,-0.19100728783046042,-0.6963675610622688,0,0,0,0,1
16732,-1.0837673848399605,1.8744533346149836,1.3601418590365881,1.5131320811154094,1.3848599079349153,0.16677179205828388,0.47441585099803824,1,0,0,0,0
7826,-0.20972852048599275,-0.224959451540248,-0.15869615153425543,-0.24326060227944032,-0.18450405332646402,-0.14394910077432727,0.16417124587769039,1,0,0,0,0
19102,-0.3686446776412596,-0.11357139323550536,-0.42686598777567003,-0.21058763632388003,-0.35974969566731807,0.41201127024007894,-0.08974403149734288,1,0,0,0,0
12471,0.9026845796008751,-0.5692081420211604,-0.3343117965065092,-0.650348097023043,-0.38329015508623876,-1.102325400249738,-0.8410906031156153,0,1,0,0,0
19406,-1.1632254634175938,1.3193465913761222,0.8807586119501657,1.2305550782565093,1.2305391184108796,-0.005722256021076947,-0.28126374583141234,0,1,0,0,0
7927,-0.13027044190835935,-0.47753072777857386,-0.5763766044412374,-0.32185233119957185,-0.4696051729556146,0.4848093381356403,0.09397623745660612,1,0,0,0,0
3468,0.18756187240217437,-0.708099424598679,-0.6689307957103983,-0.47108831083442837,-0.6840849143280031,-0.4583020013327473,-0.2985958466761245,1,0,0,0,0
20502,1.2999749724890424,-1.1527348836752236,-1.217136390150812,-1.1996071463300297,-1.2359779073715882,-0.46772416630259944,1.023843447775414,1,0,0,0,0
2277,0.3464780295574412,-0.538496208249894,-0.6570648737528135,-0.8225434581401851,-0.6422352086943663,0.19967041276307498,-0.6469710736548391,0,1,0,0,0
6234,0.2670199509798078,-0.1759120349204642,-0.29159447745920425,-0.04898891281394664,-0.2315849721643054,0.40032568016573683,-0.19113682143890906,1,0,0,0,0
3447,-0.9248512276846935,-0.2689646103766895,0.024039046612549193,0.7219164731104897,0.10844388610899346,-0.7083315186891598,-0.37399048535062246,1,0,0,0,0
8392,-0.7659350705294268,0.9237585489193613,1.7635832055944687,1.3170942853820475,1.625495715328327,-0.6255322700993414,-0.5577107543045714,1,0,0,0,0
2994,-0.6864769919517933,-1.19123939765711,-1.2503609716320494,-1.2287478997498538,-1.285674432811532,-1.4057822776307312,-1.3593204183725092,0,1,0,0,0
6377,1.2205168939114088,-0.1690362288522702,-0.2654894491525179,-0.39337963504823087,-0.3335936296462951,-0.14247524256675254,0.8713209603419468,0,1,0,0,0
15440,-0.5275608347965265,0.32143793734556775,-0.0471564851329591,-0.12139926979653974,-0.08772660904867896,0.6155089784716347,0.40595405266142515,1,0,0,0,0
8617,-0.7659350705294268,0.305852776924328,0.10947368470715915,-0.08519409130524319,0.18168087096785782,1.9214526259690226,1.1573006242796977,1,0,0,0,0
3182,-0.2891865990636262,1.0764014436332678,1.1655407389321988,0.8729185590132142,1.206998658991959,-0.8300827341934508,-1.1660674939539686,0,1,0,0,0
7165,0.5053941867127081,-0.6324655578485451,-0.5787497888327544,1.3815571641592341,-0.516686091793456,-0.37787145343367395,-0.7370979980473423,1,0,0,0,0
1606,-0.20972852048599275,0.142666979572524,,-0.5302528708080105,0.33077044728768884,-0.4935693227282834,-1.0560086535900464,0,0,0,1,0
7290,0.5848522652903415,-0.5142016934756085,-0.20141347058156042,0.062275782061745194,-0.13480752788652034,-0.929726076584122,-0.5083142668971418,1,0,0,0,0
1975,-1.6399739348833944,-0.7993184517700526,-0.8374268875081012,-0.8817080181137673,-0.8776398028835732,-0.6250058921680648,-0.7630961493144106,0,1,0,0,0
1271,-0.7659350705294268,-0.26621428794941193,-0.42686598777567003,-0.31920317179776964,-0.3911369748925456,0.4589641817099568,0.4874149266315723,0,1,0,0,0
5448,0.02864571524690751,-0.29325912515097496,-0.11597883248695046,-0.41104069772691215,-0.13219192128441803,-0.11031355096574891,1.1902316158846509,1,0,0,0,0
10591,-0.7659350705294268,-0.0622320412596569,-0.4909419663466275,-0.35187613775333,-0.4512959267408985,1.1813652545940418,0.9423825738052668,1,0,0,0,0
3456,0.10810379382454094,0.1793379452695586,0.156937372537498,0.48084296754649064,0.2366086096120061,0.2475181667161234,-0.4407190736027643,1,0,0,0,0
14852,1.3794330510666757,-0.8213210311882734,-0.9276078943857451,-0.8852402306495035,-0.8854866226898801,-0.2609102771040006,-0.6114402669231791,0,0,0,0,1
408,1.8561815225324763,-0.14565848822041064,-0.49806151952117833,-0.5708733149689774,-0.490530025772433,1.7395364129198096,1.3522867587827097,0,0,0,1,0
13322,0.9821426581785085,-0.6714284589016444,-0.48382241317207664,0.04726387878486614,-0.43298668052618244,-0.8530854497902406,-1.0083453762670878,0,1,0,0,0
17922,0.5848522652903415,-0.7250597462335575,-0.8184414123759657,-0.7766246951756138,-0.8174808510352204,0.36416351628703053,0.2872291618751468,1,0,0,0,0
14458,1.061600736756142,0.08445182152848155,-0.1183520168784674,-0.22118427393108875,0.001204015422799197,0.3356338324118358,1.718860691648372,0,0,0,0,1
20291,0.5053941867127081,0.7518633972145115,0.5437664283547597,1.650888370009123,0.5452501886600774,0.20403934959267134,-0.16947169538301884,0,0,0,0,1
14695,-1.004309306262327,-0.19058042119927804,-0.06139559148206076,-0.43753229174493397,0.07182539367956127,-0.11468248779534504,-0.6383050232324831,0,0,0,0,1
1371,0.8232265010232418,-0.606337494789408,-0.550271576134551,-0.751016154291526,-0.7023941605427192,-0.3682387372913111,-0.7864944854547721,0,0,0,1,0
7839,1.061600736756142,-0.8158203863337182,-0.8801442065554062,-0.5982479621209333,-0.796555998218402,-0.03719965631142112,-0.5291127879107963,1,0,0,0,0
9067,-0.13027044190835935,1.545331417484098,1.0919720227951737,1.1078106926396747,1.0003657374258774,0.15856029633036797,-0.7769618299901804,0,1,0,0,0
460,1.8561815225324763,-0.7099329728835307,-0.39601459068594974,1.6879766016343536,-0.3911369748925456,-1.2998750378578676,-0.2760641155779987,0,0,0,1,0
15249,-1.3221416205728607,0.5795098584384488,1.0421351505733178,0.23358809004495326,1.0265218034469004,0.13387317135349275,0.17370390134228209,0,0,0,0,1
6285,-0.448102756218893,1.7076004406934762,1.495413369353054,2.7856116471143926,1.5941084361030993,0.5598181933425641,-0.22406781304386217,1,0,0,0,0
267,1.8561815225324763,-0.1406162304370684,-0.22039894571369595,-0.2485589210830447,-0.2158913325516916,-0.18911232727786442,-0.4823161156300735,0,0,0,1,0
821,-1.3221416205728607,1.8680359156180024,1.9842893540055444,1.733012311464991,2.064917624481513,-0.00430103560663001,0.01771499373987257,0,0,0,1,0
5669,0.9026845796008751,-0.024644301420196427,0.1616837413205319,-0.10727041965359474,0.2313773964078015,-0.15858240726381836,0.6026733972489082,0,0,0,0,1
4598,1.2205168939114088,-0.7644810343578697,-0.3651631935962295,0.3351392004473704,-0.32574680983998816,-1.2583438190801393,0.04891277526035447,1,0,0,0,0
10588,-1.0837673848399605,-0.9790061836855222,-1.0082961636973211,-1.0282948383468216,-1.0031889197844837,0.6276683086841256,-0.45805117444747645,1,0,0,0,0
14045,0.5053941867127081,-0.38997879717690376,-0.10648609492088268,-0.40662543205724183,0.01689765503541299,-0.9429908004522937,-0.40605487191333994,0,0,0,0,1
9173,-1.957806249193928,-0.3148033174979828,-0.1895475486239757,-0.49228158604884587,-0.2655878579916353,0.6024021679828461,0.6789346409656418,1,0,0,0,0
4958,1.061600736756142,-0.8350726433246614,-0.7472458806304574,-0.8075315548633061,-0.814865244433118,-0.7771817521001465,-0.7249655274560438,1,0,0,0,0
1681,0.2670199509798078,-0.21854203254326693,-0.343804534072577,-0.3924965819142968,-0.34144044945260194,0.23509564753799425,-0.27259769540905626,0,0,0,1,0
9281,-0.8453931491070601,1.6360920575842586,0.6719183854966747,0.7819640862180058,0.6707993055609878,1.5988355918895591,1.4025498512323749,1,0,0,0,0
14361,0.42593610813507465,1.5425810950568204,1.3601418590365881,1.0848513111573892,1.4973309918253142,0.3774808779483298,0.7291977334153071,0,0,0,0,1
11114,-0.2891865990636262,-0.3918123454617555,-0.4482246472993225,-0.4481289293521427,-0.31789999003368125,0.030492545650757097,0.48394850646262993,1,0,0,0,0
12186,-1.4810577777281275,-0.020518817779280035,-0.12309838566150129,-0.15054002321636378,-0.19496647973487322,-0.37866102033058896,-0.45545135932076963,1,0,0,0,0
769,0.5053941867127081,-0.6654694269758763,-0.801829121635347,-0.7536653136933282,-0.7991716048205043,0.44406768625482707,-0.1131423676377043,0,0,0,1,0
18025,-0.6070189133741599,-0.5875436248696777,-0.5906157107903391,-0.6945007537197461,-0.5925386832544226,0.348793280693752,0.2369660694254815,1,0,0,0,0
1566,-2.116722406349195,-1.116522305049402,-1.2290023121083968,-1.2366953779552603,-1.2830588262094296,5.858285811780274,1.240494708334316,1,0,0,0,0
6003,-0.13027044190835935,1.509577225929489,0.9353418529550555,1.2287889719886413,0.8591229809123533,1.1436765947146332,0.06884469123177347,0,1,0,0,0
6682,1.617807286799576,-0.5357458858226163,-0.6618112425358474,-0.6512311501569771,-0.6265415690817525,0.2497815918206129,0.4614167753645041,0,1,0,0,0
2314,-0.9248512276846935,-0.18324622805987112,-0.5289129166108986,-0.3827829974410221,-0.490530025772433,1.6158902368629229,-0.3609914097170883,0,1,0,0,0
1853,-0.9248512276846935,0.3782779341759714,0.4369731307364973,0.46053274546600725,0.38569818593183713,-0.679643921434582,-1.1998650906011572,0,0,0,0,1
2599,-0.7659350705294268,-0.30517718900251123,-0.25362352719493314,-0.2291317521364953,-0.35713408906521577,-1.079006857894182,-1.3593204183725092,1,0,0,0,0
6566,0.8232265010232418,-0.030603333345964552,-0.2654894491525179,-0.1266975886001441,-0.17665723352015714,0.6446176780712338,0.004715918106338445,0,1,0,0,0
20019,-1.560515856305761,0.3031024544970504,0.07150273444288806,0.2856882249470629,0.1790652643657555,0.07949833105261403,-0.9329507375925898,0,1,0,0,0
6681,1.8561815225324763,-0.9010803815793237,-0.9418470007348467,-1.0221134664092832,-1.0188825593970974,-0.16521476919790423,-0.016082602907316158,0,1,0,0,0
3799,1.2999749724890424,-0.40373040931329174,-0.48144922878055973,-0.5329020302098127,-0.412061827709364,0.6693574408412366,1.0056447418884662,1,0,0,0,0
4009,0.18756187240217437,-0.31434493042676986,-0.36753637798774647,-0.4905154797809777,-0.37282772867782954,-0.3596061392183739,2.540410937738151,1,0,0,0,0
19387,0.2670199509798078,-0.7663145826427215,-0.806575490418381,-0.708629603862691,-0.7808623586057882,-0.4100331450346778,-1.0222110569428575,0,1,0,0,0
1147,-0.9248512276846935,-0.5284116926832094,-0.6024816327479238,-0.8340231488813279,-0.7547062925847652,-1.253343228733011,-1.0707409393080516,0,1,0,0,0
4649,-1.1632254634175938,-0.49357427527102654,0.25661111698120964,0.18855238021431608,0.17644965776365323,-0.9873644600589161,1.5004762210049987,1,0,0,0,0
15560,-1.4015996991504942,2.2219107345943865,1.751717283636884,1.8460431126085506,1.9916806396226487,0.09355262181770077,0.4822152963781587,1,0,0,0,0
164,1.061600736756142,0.680355014105294,1.2509753770268088,0.2556644183933048,1.3482414155054832,-0.4927797558313684,0.15723840553980553,0,0,0,1,0
12437,-0.5275608347965265,-0.9152903807869246,-0.7947095684607962,-0.6724244253713946,-0.9064114755066985,-1.021210561040005,-1.3809855444283994,0,1,0,0,0
12269,-0.2891865990636262,0.5107517977565089,0.5769910098359969,0.14881498918728328,0.7466518970219543,-0.7653382486464217,-0.8835542501851602,0,1,0,0,0
2402,-0.20972852048599275,-0.327179768420732,-0.47195649121449196,-0.24502670854730843,-0.438217893730387,-0.6658001818420058,-0.9936130905490824,0,1,0,0,0
2101,1.8561815225324763,-0.22862654810995145,-0.21327939253914513,-0.20440626438634157,-0.14526995429492953,-1.3516179885023631,-1.193798855305508,0,1,0,0,0
17455,-0.20972852048599275,-0.129614940727958,-0.35329727163864477,-0.0048362561172435314,-0.289128317410556,-0.0003532011220549272,-0.702433796357918,0,0,0,0,1
9318,0.42593610813507465,-0.6324655578485451,-0.8540391782487198,-0.8525672646939432,-0.8514837368625503,1.345647806945487,2.12183203628793,0,0,0,1,0
7385,0.6643103438679749,-0.6526345889819142,-0.5312861010024156,-0.01984815939412259,-0.5768450436418089,-0.6932771098546474,-0.7769618299901804,1,0,0,0,0
18811,-0.448102756218893,-0.327179768420732,-0.301087215025272,-0.4887493735131096,-0.3911369748925456,-0.8616654100700503,-1.233662687248346,0,1,0,0,0
1789,-0.9248512276846935,-0.6315487837061192,-0.6736771644934321,-0.4772696827719668,-0.7076253737469238,-0.4319831047689145,-0.7388312081318136,0,0,0,1,0
5034,0.7437684224456084,0.19583987983322418,0.6125887757087511,0.642441691056424,0.5792530744874073,-1.0651104805084783,-0.5005148215170213,1,0,0,0,0
7164,0.5848522652903415,-0.8089445802655242,-0.7994559372438301,1.268526363015674,-0.8331744906478341,-0.8875632042888618,-0.7197658972026302,1,0,0,0,0
11899,-0.05081236333072591,-0.45186105179064967,-0.7780972777201777,-0.7669111107023392,-0.7547062925847652,1.9963035677965633,-0.017815812991787375,0,1,0,0,0
1401,0.8232265010232418,-0.20020654969474963,-0.35567045603016173,-0.3536422440211981,-0.29959074381896517,0.3782704448452448,-0.14607335924265744,0,0,0,1,0
17722,-0.8453931491070601,0.4470359948579113,0.18066921645266745,0.8437778055933902,0.37262015292132566,0.9284406586156078,0.20923470807394204,1,0,0,0,0
9873,-0.13027044190835935,-0.17774558320531594,-0.17056207349184016,0.1929676458839864,-0.12172949487600886,-0.32433881782283774,-0.6556371240771952,1,0,0,0,0
1609,-0.448102756218893,-0.7383529712987326,-0.7899631996777623,-1.0265287320789536,-0.8070184246268112,-0.3951366495795483,-0.4493851240251204,0,0,0,1,0
17028,0.42593610813507465,-0.9867987638961421,-0.9655788446500161,-1.0018032443287996,-0.8959490490982893,-0.4144547196574017,0.428485783759551,0,0,0,0,1
4510,1.2999749724890424,-0.7667729697139344,-0.721140852323771,-0.20440626438634157,-0.6814693077259009,-0.8896160782208407,-0.6235727375144777,1,0,0,0,0
17486,-1.1632254634175938,-0.7676897438563602,-0.552644760526068,-0.6741905316392627,-0.5585357974270928,-0.34697306886773416,-0.004816737358253248,0,0,0,0,1
7027,0.5848522652903415,-0.6966397478183557,-0.7330067742813557,-0.6238565030050212,-0.6971629473385146,-0.2345913805401678,-0.37832351056180047,1,0,0,0,0
794,0.10810379382454094,1.2061249847865276,1.697134042631994,2.3308392831383506,1.6045708625115085,-0.27517511904159797,-0.2145351575792705,0,0,0,1,0
1105,-1.004309306262327,0.8962553246465853,0.868892689992581,0.4225614607068426,0.8172732752787164,-0.8573491110335817,-0.9849470401267264,0,1,0,0,0
3282,-0.6864769919517933,-0.3840197652511356,-0.33905816528954313,-0.6538803095587792,-0.4408335003324893,-1.1820716568381517,-1.213730771276927,0,1,0,0,0
7970,0.9026845796008751,-0.429400085301216,-0.45534420047387336,-0.20970458318994595,-0.4460647135366939,0.17772045302883854,-0.5161137122772622,1,0,0,0,0
11230,0.5053941867127081,-0.7186423272365765,-0.8255609655505165,-0.8048823954615039,-0.8514837368625503,0.10676470789274495,0.015981783655401354,1,0,0,0,0
18364,-1.4015996991504942,-1.0083429562431498,-1.1103430925325497,-1.0715644419095907,-1.1104287904706778,2.499731421269559,2.540410937738151,1,0,0,0,0
14818,0.5848522652903415,-1.1962816554404523,-1.2432414184574985,-1.2075546245354363,-1.2464403337799974,-1.0316854818724106,-0.7093666366958029,0,0,0,0,1
5894,1.617807286799576,-0.7158920048092988,-0.8730246533808553,-0.9029012933281848,-0.762553112391072,1.2549002515933907,1.3852177503876626,1,0,0,0,0
6138,0.10810379382454094,-0.1873717117007875,-0.1515765983597046,0.4728954893410841,-0.04849251001714448,-0.28665015794342924,-0.37052406518168,0,1,0,0,0
6235,0.5053941867127081,0.0839934344572686,-0.021051456826272727,0.07287241966895394,-0.038030083608735284,0.3901139482989696,-0.13134107352465207,1,0,0,0,0
15270,-0.8453931491070601,0.27009858536971926,-0.05427603830750993,0.033135028641921145,-0.06157054302765598,1.0043443563057015,1.211896741940541,0,0,0,0,1
18366,-0.6070189133741599,-1.0124684398840662,-1.1269553832731682,-1.0980560359276126,-1.1235068234811894,3.925531323718642,2.540410937738151,1,0,0,0,0
2062,0.5053941867127081,-0.2547546111690886,-0.41025369703505143,-0.35275919088726404,-0.43560228712828475,-0.15400291926171136,-0.9884134602956688,0,1,0,0,0
5270,0.5053941867127081,2.951662951965375,3.1329105994997453,1.9608400200199787,3.2027064963960132,1.1369915949874196,2.540410937738151,1,0,0,0,0
15704,1.8561815225324763,0.2673482629424417,1.0231496754411824,-0.2414944960115722,0.8643541941165578,0.17556230351060415,2.540410937738151,0,0,0,1,0
16445,-0.448102756218893,0.10462085266185057,-0.0803810666141963,-0.11256873845719911,-0.001411591179303102,-0.3370771637597329,-0.6504374938237816,0,1,0,0,0
